codepoint,edition,sequence,commons_title,page,side,rotation,crop_x0,crop_x1,x,y,w,h,render_width,frame_top,pitch,kind,score,juan,radical,similarity,status
3D4BE,ccz,C-01194,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,24,left,-0.019,0,960,704,521,63,104,1920,516,83.54,headword,0.987,卷二上,29,0.726,approved
3D4BF,ccz,C-01195,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,24,left,-0.019,0,960,619,518,72,103,1920,516,83.54,headword,0.991,卷二上,29,0.822,approved
3D4C0,ccz,C-01196,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,24,left,-0.019,0,960,368,525,75,100,1920,516,83.54,headword,0.978,卷二上,30,0.754,approved
3D4C3,ccz,C-01199,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,25,right,0.494,959,1920,792,615,59,97,1920,508,83.12,inline,0.968,卷二上,30,0.938,approved
3D4C4,ccz,C-01200,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,25,left,-0.571,0,959,612,533,56,74,1920,516,84.96,headword,0.987,卷二下,31,0.959,approved
3D4CE,ccz,C-01210,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,26,right,0.036,961,1920,277,515,66,101,1920,510,83.06,headword,1.0,卷二下,33,0.935,approved
3D4DB,ccz,C-01222,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,26,left,-0.954,0,961,434,1110,73,102,1920,507,82.92,inline,0.998,卷二下,33,0.926,approved
3D4E3,ccz,C-01230,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,27,right,-0.958,960,1920,619,521,60,97,1920,513,82.64,headword,1.0,卷二下,33,0.938,approved
3D4E5,ccz,C-01232,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,27,right,-0.958,960,1920,531,516,64,102,1920,513,82.64,headword,0.999,卷二下,33,0.936,approved
3D4EA,ccz,C-01237,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,27,right,-0.958,960,1920,114,516,64,102,1920,513,82.64,headword,1.0,卷二下,33,0.934,approved
3D4EB,ccz,C-01238,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,27,right,-0.958,960,1920,30,520,64,93,1920,513,82.64,headword,1.0,卷二下,33,0.945,approved
3D4EE,ccz,C-01241,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,27,left,-0.079,0,960,704,517,66,99,1920,509,83.14,headword,0.994,卷二下,33,0.941,approved
3D4F3,ccz,C-01246,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,27,left,-0.079,0,960,283,517,63,99,1920,509,83.14,headword,1.0,卷二下,33,0.971,approved
3D4F6,ccz,C-01249,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,27,left,-0.079,0,960,120,524,67,92,1920,509,83.14,headword,1.0,卷二下,33,0.961,approved
3D4F8,ccz,C-01251,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,28,right,0.264,960,1920,704,516,65,96,1920,504,83.14,headword,0.999,卷二下,33,0.97,approved
3D4FC,ccz,C-01255,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,28,right,0.264,960,1920,366,513,71,97,1920,504,83.14,headword,0.998,卷二下,33,0.907,approved
3D4FD,ccz,C-01256,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,28,right,0.264,960,1920,282,513,68,100,1920,504,83.14,headword,1.0,卷二下,33,0.954,approved
3D4FE,ccz,C-01257,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,28,right,0.264,960,1920,199,514,66,97,1920,504,83.14,headword,0.996,卷二下,33,0.935,approved
3D500,ccz,C-01259,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,28,right,0.264,960,1920,33,516,63,88,1920,504,83.14,headword,0.98,卷二下,33,0.936,approved
3D501,ccz,C-01260,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,28,left,-0.465,0,960,860,507,67,98,1920,501,83.14,headword,1.0,卷二下,33,0.921,approved
3D502,ccz,C-01261,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,28,left,-0.465,0,960,778,505,64,99,1920,501,83.14,headword,0.999,卷二下,33,0.922,approved
3D50A,ccz,C-01268,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,28,left,-0.465,0,960,441,507,63,100,1920,501,83.14,headword,1.0,卷二下,33,0.954,approved
3D50B,ccz,C-01269,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,28,left,-0.465,0,960,356,507,66,100,1920,501,83.14,headword,1.0,卷二下,33,0.95,approved
3D50C,ccz,C-01270,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,28,left,-0.465,0,960,272,510,69,97,1920,501,83.14,headword,1.0,卷二下,33,0.914,approved
3D50D,ccz,C-01271,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,28,left,-0.465,0,960,191,512,69,93,1920,501,83.14,headword,0.998,卷二下,33,0.961,approved
3D50F,ccz,C-01273,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,29,right,-0.613,958,1920,776,525,67,93,1920,510,83.0,headword,0.997,卷二下,33,0.979,approved
3D510,ccz,C-01274,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,29,right,-0.613,958,1920,694,520,67,96,1920,510,83.0,headword,0.997,卷二下,33,0.923,approved
3D511,ccz,C-01275,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,29,right,-0.613,958,1920,610,519,67,98,1920,510,83.0,headword,0.999,卷二下,33,0.956,approved
3D513,ccz,C-01277,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,29,right,-0.613,958,1920,526,516,65,101,1920,510,83.0,headword,0.999,卷二下,33,0.93,approved
3D514,ccz,C-01278,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,29,right,-0.613,958,1920,441,517,69,99,1920,510,83.0,headword,1.0,卷二下,33,0.906,approved
3D515,ccz,C-01279,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,29,right,-0.613,958,1920,359,516,68,102,1920,510,83.0,headword,1.0,卷二下,33,0.978,approved
3D516,ccz,C-01280,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,29,right,-0.613,958,1920,274,521,67,98,1920,510,83.0,headword,1.0,卷二下,33,0.91,approved
3D51D,ccz,C-01287,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,29,left,-0.26,0,958,691,517,67,87,1920,509,82.98,headword,0.996,卷二下,33,0.935,approved
3D51F,ccz,C-01289,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,29,left,-0.26,0,958,522,516,64,97,1920,509,82.98,headword,0.999,卷二下,33,0.96,approved
3D521,ccz,C-01291,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,29,left,-0.26,0,958,438,517,64,93,1920,509,82.98,headword,0.998,卷二下,33,0.954,approved
3D523,ccz,C-01293,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,29,left,-0.26,0,958,271,518,72,97,1920,509,82.98,headword,1.0,卷二下,33,0.964,approved
3D524,ccz,C-01294,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,29,left,-0.26,0,958,188,515,68,100,1920,509,82.98,headword,1.0,卷二下,33,0.976,approved
3D525,ccz,C-01295,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,29,left,-0.26,0,958,104,513,67,105,1920,509,82.98,headword,1.0,卷二下,33,0.924,approved
3D529,ccz,C-01299,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,30,right,-0.125,960,1920,607,515,65,101,1920,509,83.94,headword,1.0,卷二下,33,0.971,approved
3D52A,ccz,C-01300,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,30,right,-0.125,960,1920,605,1550,65,99,1920,509,83.94,inline,1.0,卷二下,33,0.953,approved
3D52D,ccz,C-01303,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,30,right,-0.125,960,1920,271,517,66,99,1920,509,83.94,headword,0.999,卷二下,33,0.933,approved
3D52E,ccz,C-01304,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,30,right,-0.125,960,1920,187,519,63,97,1920,509,83.94,headword,1.0,卷二下,33,0.954,approved
3D52F,ccz,C-01305,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,30,right,-0.125,960,1920,104,515,63,103,1920,509,83.94,headword,0.999,卷二下,33,0.978,approved
3D537,ccz,C-01313,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,30,left,-0.213,0,960,445,522,65,97,1920,518,83.54,headword,1.0,卷二下,33,0.93,approved
3D538,ccz,C-01314,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,30,left,-0.213,0,960,365,519,62,99,1920,518,83.54,headword,0.999,卷二下,33,0.971,approved
3D541,ccz,C-01323,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,31,right,0.134,960,1920,613,514,61,104,1920,510,82.74,headword,1.0,卷二下,33,0.927,approved
3D542,ccz,C-01324,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,31,right,0.134,960,1920,530,520,60,86,1920,510,82.74,headword,0.997,卷二下,33,0.942,approved
3D544,ccz,C-01326,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,31,right,0.134,960,1920,361,517,68,96,1920,510,82.74,headword,0.999,卷二下,33,0.957,approved
3D546,ccz,C-01328,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,31,right,0.134,960,1920,278,510,69,105,1920,510,82.74,headword,0.999,卷二下,33,0.928,approved
3D547,ccz,C-01329,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,31,right,0.134,960,1920,191,512,65,103,1920,510,82.74,headword,1.0,卷二下,33,0.954,approved
3D554,ccz,C-01341,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,32,right,0.139,957,1920,772,513,61,120,1920,508,83.58,headword,1.0,卷二下,33,0.958,approved
3D55F,ccz,C-01352,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,32,left,0.016,0,957,865,509,65,104,1920,504,83.6,headword,1.0,卷二下,33,0.938,approved
3D563,ccz,C-01356,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,32,left,0.016,0,957,609,507,74,105,1920,504,83.6,headword,0.999,卷二下,33,0.917,approved
3D566,ccz,C-01359,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,32,left,0.016,0,957,275,622,63,98,1920,504,83.6,inline,1.0,卷二下,33,0.964,approved
3D568,ccz,C-01361,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,32,left,0.016,0,957,106,623,69,101,1920,504,83.6,inline,1.0,卷二下,33,0.908,approved
3D569,ccz,C-01362,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,33,right,-0.176,957,1920,772,623,72,102,1920,505,83.78,inline,1.0,卷二下,33,0.974,approved
3D56A,ccz,C-01363,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,33,right,-0.176,957,1920,688,620,68,103,1920,505,83.78,inline,1.0,卷二下,33,0.978,approved
3D56B,ccz,C-01364,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,33,right,-0.176,957,1920,605,625,66,105,1920,505,83.78,inline,0.999,卷二下,33,0.946,approved
3D56E,ccz,C-01367,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,33,right,-0.176,957,1920,354,627,64,89,1920,505,83.78,inline,0.981,卷二下,33,0.955,approved
3D56F,ccz,C-01368,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,33,right,-0.176,957,1920,273,623,68,105,1920,505,83.78,inline,1.0,卷二下,33,0.956,approved
3D570,ccz,C-01369,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,33,right,-0.176,957,1920,187,625,62,95,1920,505,83.78,inline,0.999,卷二下,33,0.923,approved
3D572,ccz,C-01371,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,33,left,-0.527,0,957,867,508,57,101,1920,501,83.1,headword,0.97,卷二下,34,0.958,approved
3D574,ccz,C-01373,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,33,left,-0.527,0,957,698,512,60,96,1920,501,83.1,headword,1.0,卷二下,34,0.949,approved
3D57A,ccz,C-01379,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,33,left,-0.527,0,957,277,506,65,99,1920,501,83.1,headword,0.999,卷二下,34,0.959,approved
3D57C,ccz,C-01381,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,33,left,-0.527,0,957,110,508,64,98,1920,501,83.1,headword,1.0,卷二下,34,0.945,approved
3D589,ccz,C-01394,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,34,left,-0.02,0,954,771,513,63,100,1920,508,84.76,headword,1.0,卷二下,34,0.97,approved
3D590,ccz,C-01401,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,34,left,-0.02,0,954,268,516,63,99,1920,508,84.76,headword,0.999,卷二下,34,0.947,approved
3D599,ccz,C-01410,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,35,right,0.037,959,1920,352,515,66,101,1920,509,83.22,headword,0.999,卷二下,34,0.95,approved
3D59A,ccz,C-01411,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,35,right,0.037,959,1920,270,517,70,99,1920,509,83.22,headword,0.999,卷二下,34,0.958,approved
3D59B,ccz,C-01412,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,35,right,0.037,959,1920,268,1553,66,97,1920,509,83.22,inline,0.998,卷二下,34,0.921,approved
3D59E,ccz,C-01415,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,35,left,-0.56,0,959,778,507,70,106,1920,505,83.86,headword,0.996,卷二下,35,0.862,approved
3D5A2,ccz,C-01419,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,35,left,-0.56,0,959,359,511,73,100,1920,505,83.86,headword,0.993,卷二下,36,0.858,approved
3D5A3,ccz,C-01420,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,35,left,-0.56,0,959,192,508,70,105,1920,505,83.86,headword,0.999,卷二下,37,0.926,approved
3D5A4,ccz,C-01421,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,35,left,-0.56,0,959,108,512,73,99,1920,505,83.86,headword,0.997,卷二下,37,0.911,approved
3D5A5,ccz,C-01422,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,36,right,-0.371,956,1920,780,516,71,100,1920,513,84.26,headword,0.999,卷二下,37,0.978,approved
3D5A6,ccz,C-01423,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,36,right,-0.371,956,1920,692,522,64,108,1920,513,84.26,headword,0.998,卷二下,37,0.834,approved
3D5AA,ccz,C-01427,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,36,right,-0.371,956,1920,357,517,72,100,1920,513,84.26,headword,0.999,卷二下,37,0.892,approved
3D5B0,ccz,C-01433,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,36,left,0.135,0,956,790,514,47,92,1920,511,84.12,headword,1.0,卷二下,38,0.954,approved
3D5B6,ccz,C-01438,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,36,left,0.135,0,956,275,520,73,90,1920,511,84.12,headword,0.996,卷二下,38,0.963,approved
3D5D8,ccz,C-01472,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,38,left,0.163,0,957,615,519,70,85,1920,510,82.7,headword,0.998,卷二下,38,0.946,approved
3D5DF,ccz,C-01479,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,39,right,0.369,960,1920,687,620,68,106,1920,508,83.24,inline,1.0,卷二下,38,0.906,approved
3D5E4,ccz,C-01484,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,39,right,0.369,960,1920,188,1108,75,101,1920,508,83.24,inline,1.0,卷二下,39,0.967,approved
3D5E5,ccz,C-01485,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,39,right,0.369,960,1920,29,522,55,84,1920,508,83.24,headword,0.999,卷二下,40,0.952,approved
3D5E9,ccz,C-01489,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,39,left,-0.816,0,960,622,520,61,90,1920,507,83.74,headword,0.998,卷二下,40,0.856,approved
3D5EC,ccz,C-01492,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,39,left,-0.816,0,960,366,512,64,102,1920,507,83.74,headword,0.999,卷二下,40,0.948,approved
3D5FB,ccz,C-01506,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,40,left,-0.299,0,958,877,528,61,98,1920,521,83.08,headword,1.0,卷二下,40,0.925,approved
3D5FC,ccz,C-01507,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,40,left,-0.299,0,958,789,526,68,99,1920,521,83.08,headword,1.0,卷二下,40,0.916,approved
3D5FD,ccz,C-01508,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,40,left,-0.299,0,958,709,529,65,95,1920,521,83.08,headword,0.998,卷二下,40,0.936,approved
3D5FF,ccz,C-01510,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,40,left,-0.299,0,958,537,526,71,99,1920,521,83.08,headword,0.999,卷二下,40,0.901,approved
3D600,ccz,C-01511,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,40,left,-0.299,0,958,448,529,73,98,1920,521,83.08,headword,0.999,卷二下,40,0.932,approved
3D601,ccz,C-01512,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,40,left,-0.299,0,958,372,524,62,103,1920,521,83.08,headword,0.999,卷二下,40,0.927,approved
3D602,ccz,C-01513,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,40,left,-0.299,0,958,288,532,67,94,1920,521,83.08,headword,0.994,卷二下,40,0.909,approved
3D604,ccz,C-01515,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,40,left,-0.299,0,958,116,534,71,79,1920,521,83.08,headword,0.999,卷二下,40,0.819,approved
3D606,ccz,C-01517,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,41,right,0.338,960,1920,692,524,59,97,1920,518,83.54,headword,1.0,卷二下,40,0.911,approved
3D610,ccz,C-01527,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,41,left,0.074,0,960,705,527,69,93,1920,517,83.34,headword,0.999,卷二下,40,0.973,approved
3D612,ccz,C-01529,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,41,left,0.074,0,960,537,530,70,93,1920,517,83.34,headword,1.0,卷二下,40,0.918,approved
3D614,ccz,C-01531,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,41,left,0.074,0,960,372,526,67,98,1920,517,83.34,headword,1.0,卷二下,40,0.836,approved
3D61D,ccz,C-01540,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,42,right,0.424,957,1920,354,519,66,98,1920,511,83.08,headword,0.999,卷二下,40,0.936,approved
3D621,ccz,C-01544,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,42,right,0.424,957,1920,22,520,64,94,1920,511,83.08,headword,1.0,卷二下,40,0.922,approved
3D62A,ccz,C-01553,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,42,left,-0.672,0,957,196,510,68,105,1920,508,83.5,headword,0.99,卷二下,40,0.561,approved
3D633,ccz,C-01561,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,43,right,-0.024,959,1920,191,527,66,74,1920,510,83.32,headword,0.968,卷二下,40,0.967,approved
3D63D,ccz,C-01571,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,43,left,-0.484,0,959,453,503,63,103,1920,498,82.66,headword,0.999,卷二下,40,0.958,approved
3D641,ccz,C-01575,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,44,right,0.201,958,1920,775,613,69,94,1920,497,83.7,inline,1.0,卷二下,40,0.92,approved
3D642,ccz,C-01576,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,44,right,0.201,958,1920,691,611,69,93,1920,497,83.7,inline,1.0,卷二下,40,0.924,approved
3D644,ccz,C-01578,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,44,right,0.201,958,1920,528,611,63,99,1920,497,83.7,inline,0.999,卷二下,40,0.948,approved
3D645,ccz,C-01579,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,44,right,0.201,958,1920,445,607,58,107,1920,497,83.7,inline,0.986,卷二下,40,0.945,approved
3D647,ccz,C-01581,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,44,right,0.201,958,1920,203,504,50,89,1920,497,83.7,headword,0.997,卷二下,41,0.963,approved
3D64A,ccz,C-01584,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,44,left,0.265,0,958,628,526,53,78,1920,513,83.68,headword,0.999,卷二下,42,0.954,approved
3D655,ccz,C-01595,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,45,right,0.555,959,1920,194,511,67,100,1920,504,83.42,headword,0.999,卷二下,44,0.859,approved
3D657,ccz,C-01597,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,45,right,0.555,959,1920,18,510,73,101,1920,504,83.42,headword,0.998,卷二下,44,0.726,approved
3D4CF,ccz,C-01211,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,26,right,0.036,961,1920,275,1111,76,107,1920,510,83.06,inline,0.994,卷二下,33,0.789,approved
3D4D3,ccz,C-01215,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,26,left,-0.954,0,961,860,512,63,100,1920,507,82.92,headword,1.0,卷二下,33,0.882,approved
3D4DC,ccz,C-01223,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,26,left,-0.954,0,961,354,515,69,99,1920,507,82.92,headword,1.0,卷二下,33,0.889,approved
3D4DF,ccz,C-01226,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,26,left,-0.954,0,961,108,505,67,116,1920,507,82.92,headword,0.999,卷二下,33,0.891,approved
3D4E6,ccz,C-01233,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,27,right,-0.958,960,1920,447,519,66,91,1920,513,82.64,headword,0.999,卷二下,33,0.896,approved
3D4E7,ccz,C-01234,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,27,right,-0.958,960,1920,365,520,65,99,1920,513,82.64,headword,0.999,卷二下,33,0.846,approved
3D4ED,ccz,C-01240,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,27,left,-0.079,0,960,785,514,69,101,1920,509,83.14,headword,0.999,卷二下,33,0.895,approved
3D4F9,ccz,C-01252,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,28,right,0.264,960,1920,620,517,67,92,1920,504,83.14,headword,0.986,卷二下,33,0.886,approved
3D4FB,ccz,C-01254,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,28,right,0.264,960,1920,451,513,67,108,1920,504,83.14,headword,0.997,卷二下,33,0.817,approved
3D53A,ccz,C-01316,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,30,left,-0.213,0,960,271,525,73,101,1920,518,83.54,headword,0.999,卷二下,33,0.894,approved
3D53B,ccz,C-01317,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,30,left,-0.213,0,960,187,518,73,108,1920,518,83.54,headword,0.957,卷二下,33,0.881,approved
3D53C,ccz,C-01318,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,30,left,-0.213,0,960,105,526,71,93,1920,518,83.54,headword,0.999,卷二下,33,0.853,approved
3D552,ccz,C-01339,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,31,left,0.114,0,960,276,511,72,97,1920,511,84.14,headword,0.999,卷二下,33,0.828,approved
3D553,ccz,C-01340,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,31,left,0.114,0,960,110,513,72,106,1920,511,84.14,headword,1.0,卷二下,33,0.871,approved
3D556,ccz,C-01343,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,32,right,0.139,957,1920,690,528,67,74,1920,508,83.58,headword,0.998,卷二下,33,0.864,approved
3D558,ccz,C-01345,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,32,right,0.139,957,1920,604,508,75,111,1920,508,83.58,headword,0.308,卷二下,33,0.503,approved
3D55D,ccz,C-01350,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,32,right,0.139,957,1920,101,515,62,90,1920,508,83.58,headword,1.0,卷二下,33,0.894,approved
3D565,ccz,C-01358,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,32,left,0.016,0,957,358,625,72,101,1920,504,83.6,inline,0.998,卷二下,33,0.854,approved
3D567,ccz,C-01360,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,32,left,0.016,0,957,194,625,66,99,1920,504,83.6,inline,0.998,卷二下,33,0.889,approved
3D56C,ccz,C-01365,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,33,right,-0.176,957,1920,521,624,73,102,1920,505,83.78,inline,0.995,卷二下,33,0.871,approved
3D56D,ccz,C-01366,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,33,right,-0.176,957,1920,437,627,73,100,1920,505,83.78,inline,0.99,卷二下,33,0.893,approved
3D573,ccz,C-01372,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,33,left,-0.527,0,957,771,503,75,106,1920,501,83.1,headword,0.967,卷二下,34,0.851,approved
3D57F,ccz,C-01384,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,34,right,-0.575,954,1920,602,518,74,100,1920,509,83.12,headword,0.996,卷二下,34,0.746,approved
3D581,ccz,C-01386,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,34,right,-0.575,954,1920,443,513,65,103,1920,509,83.12,headword,0.997,卷二下,34,0.874,approved
3D588,ccz,C-01393,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,34,left,-0.02,0,954,861,1054,71,104,1920,508,84.76,inline,0.997,卷二下,34,0.869,approved
3D5A0,ccz,C-01417,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,35,left,-0.56,0,959,612,505,71,108,1920,505,83.86,headword,0.93,卷二下,35,0.896,approved
3D5CA,ccz,C-01458,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,37,left,-0.089,0,955,185,513,73,108,1920,513,83.94,headword,0.996,卷二下,38,0.885,approved
3D5D5,ccz,C-01469,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,38,right,-0.185,957,1920,17,514,74,101,1920,512,83.08,headword,0.997,卷二下,38,0.567,approved
3D607,ccz,C-01518,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,41,right,0.338,960,1920,606,543,62,64,1920,518,83.54,headword,0.999,卷二下,40,0.713,approved
3D664,ccz,C-01610,File:NLC892-312002098744-312890 說文解字 十五卷 第2冊.pdf,47,left,0.001,0,959,883,518,63,97,1920,511,83.16,headword,0.998,卷三上,47,0.861,approved
